url_length,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_asterisk,n_hastag,n_percent,dots_per_length,hyphens_per_length,is_long_url,has_many_dots,has_ssl,is_cloudflare_protected,special_char_density,suspicious_tld_risk,has_redirects,risk_score,url_complexity,url_entropy,digit_to_alpha_ratio,slash_per_length,query_param_count,url_token_count,homograph_risk,padding_char_ratio,has_iframe,right_click_disabled,has_popup_window,has_favicon_mismatch,has_external_form_action,meta_refresh_redirect,obfuscated_js_score,external_link_ratio,html_form_count,brand_tng_mismatch,brand_maybank_mismatch,brand_cimb_mismatch,phishing
22,1,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,0,0,-2.0,1.22,0.699858,0.0,0.043478260869565216,0,3,0.0,0.0,0,0,1,0,0,0,0,0.2049,1,0,0,0,0
114,5,0,0,0,0,0,0,0,0,0.02608695652173913,0.017391304347826087,1,0,0,0,0.017391304347826087,0,0,2.1739130434782608,3.24,0.559116,0.0,0.043478260869565216,0,8,0.0,0.0,0,1,0,0,0,0,1,0.3917,3,0,1,1,1
36,4,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,1,1,0.0,0,1,-1.0,1.3599999999999999,0.803072,0.0,0.10810810810810811,0,6,0.0,0.0,0,0,0,0,1,0,1,0.2277,0,0,0,0,0
94,6,0,1,1,0,0,0,0,0,0.031578947368421054,0.010526315789473684,1,0,0,0,0.031578947368421054,0,0,2.3157894736842106,5.4399999999999995,0.793058,0.0,0.06315789473684211,1,10,3.0,0.0,1,0,0,0,1,0,2,0.9655,0,1,0,0,1
18,1,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,0,0,-2.0,0.6799999999999999,0.614369,0.0,0.05263157894736842,0,2,0.0,0.0,0,0,0,0,0,1,0,0.4811,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0.041666666666666664,0.0,0,0,0,0,0.0,0,1,3.0,0.73,0.513185,0.0,0.041666666666666664,0,2,0.0,0.0,0,0,0,0,1,0,2,0.4428,3,0,0,0,1
16,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.0,0,0,1,0,0.0,1,0,-2.0,1.16,0.543564,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.0916,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0.125,0.0,0,0,1,1,0.0,0,1,-1.0,1.15,0.56651,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,0,0.2321,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0,0,1,0,0.0,0,1,1.0,1.17,0.522559,0.0,0.0,0,2,0.0,0.0,0,0,1,1,0,0,1,0.0113,2,0,1,0,0
104,6,0,0,0,0,0,0,0,3,0.0380952380952381,0.0,1,0,1,0,0.02857142857142857,2,0,0.2857142857142856,3.04,0.734344,0.02857142857142857,0.05714285714285714,0,10,1.5,0.0,0,0,0,0,0,0,2,0.6168,1,1,0,0,1
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,1,0.0,0,0,-4.0,1.22,0.439497,0.0,0.0,0,2,0.0,0.0,0,1,0,0,0,0,0,0.3351,1,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0.1,0.0,0,0,1,0,0.0,1,1,1.0,1.79,0.830602,0.0,0.06666666666666667,0,5,0.0,0.0,0,1,0,1,1,1,2,0.919,2,0,0,1,1
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0,0,1,1,0.0,1,0,-4.0,1.18,0.503258,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.063,1,0,0,0,0
461,3,0,8,0,7,0,0,0,0,0.008658008658008658,0.021645021645021644,1,0,0,0,0.049783549783549784,2,0,2.497835497835498,15.209999999999999,0.601609,0.0,0.006493506493506494,8,15,0.0,0.0,0,0,1,1,0,1,0,0.4629,1,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,0,1,0,0.0,1,0,-2.0,1.12,0.650022,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.4939,2,0,0,0,0
53,5,0,0,0,0,0,0,0,0,0.037037037037037035,0.018518518518518517,0,0,0,0,0.018518518518518517,1,1,3.185185185185185,1.83,0.808241,0.0,0.09259259259259259,0,7,0.0,0.0,0,0,0,1,0,0,0,0.5616,0,0,0,0,1
21,1,0,0,0,0,0,0,0,0,0.045454545454545456,0.045454545454545456,0,0,1,0,0.045454545454545456,0,1,1.4545454545454546,1.01,0.818096,0.0,0.045454545454545456,0,2,0.0,0.0,0,0,0,0,0,0,1,0.462,1,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0.08,0.0,0,0,1,1,0.0,0,0,-4.0,1.24,0.413817,0.0,0.0,0,2,0.0,0.0,0,0,0,0,1,0,0,0.2377,2,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,1,0.0,0,1,-1.0,0.65,0.353359,0.0,0.0,0,1,0.0,0.0,0,0,0,1,0,0,0,0.4627,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,1,1,0.0,0,0,-4.0,0.61,0.439497,0.0,0.0,0,1,0.0,0.0,0,1,1,0,0,0,1,0.1004,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0,0,1,1,0.0,0,1,-1.0,1.17,0.522559,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,2,0.0439,2,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.0,0,0,1,0,0.0,0,0,-2.0,2.22,0.684038,0.0,0.0,0,4,0.0,0.0,0,0,1,0,0,0,1,0.0551,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.0,0,0,1,0,0.0,0,1,1.0,2.22,0.684038,0.0,0.0,0,4,0.0,0.0,1,0,1,0,0,0,1,0.4552,1,1,0,0,0
213,4,0,3,0,2,0,0,0,0,0.009345794392523364,0.0,1,0,0,0,0.018691588785046728,1,0,2.1869158878504673,5.2299999999999995,0.436042,0.0,0.018691588785046728,3,9,0.0,0.0,1,0,1,0,0,1,2,0.669,0,1,1,0,1
14,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.0,0,0,1,1,0.0,0,0,-4.0,1.1400000000000001,0.591673,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,1,0.2236,1,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.0,0,0,1,1,0.0,0,0,-4.0,1.1400000000000001,0.591673,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,0,0.1926,1,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0,0,1,0,0.0,1,0,-2.0,2.17,0.787127,0.0,0.0,0,4,0.0,0.0,1,1,0,0,0,0,0,0.1753,2,0,1,0,0
16,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,1,0,0.0,0,0,-2.0,0.66,0.33729,0.0,0.0,0,1,0.0,0.0,0,1,0,1,0,0,0,0.0066,2,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0,0,1,0,0.0,2,1,1.0,0.63,0.773228,0.0,0.07142857142857142,0,2,0.0,0.0,1,0,1,0,0,0,2,0.8931,2,0,0,0,1
42,2,0,0,0,0,0,0,0,1,0.046511627906976744,0.0,0,0,0,1,0.023255813953488372,2,0,-1.7674418604651163,1.42,0.707799,0.023255813953488372,0.046511627906976744,0,4,0.5,0.0,0,1,0,0,1,0,0,0.4189,1,1,0,0,1
28,2,0,0,0,0,0,0,0,0,0.13793103448275862,0.0,0,0,1,1,0.0,1,0,-4.0,2.2800000000000002,0.946373,0.0,0.06896551724137931,0,6,0.0,0.0,0,0,0,0,0,0,0,0.4644,2,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0.04,0.0,0,0,1,1,0.0,0,1,-1.0,0.74,0.249882,0.0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,0,0.1489,2,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,0,1,1.0,0.6799999999999999,0.309543,0.0,0.0,0,1,0.0,0.0,1,0,0,0,0,0,1,0.3369,0,0,0,0,0
56,5,0,0,0,0,0,0,0,0,0.03508771929824561,0.0,0,0,1,0,0.0,1,1,1.0,1.56,0.651455,0.0,0.08771929824561403,0,7,0.0,0.0,1,1,0,1,1,0,0,0.7589,2,0,0,0,1
25,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,1,0,0.0,0,1,1.0,1.25,0.402179,0.0,0.0,0,2,0.0,0.0,1,0,0,0,0,0,0,0.3946,0,0,0,0,0
47,4,0,0,0,0,0,0,0,0,0.041666666666666664,0.020833333333333332,0,0,0,0,0.020833333333333332,1,0,0.20833333333333331,1.77,0.812522,0.0,0.08333333333333333,0,6,0.0,0.0,0,1,0,0,1,0,2,0.3233,2,0,0,1,1
24,0,0,0,0,0,0,0,0,0,0.16,0.0,0,0,1,1,0.0,0,0,-4.0,2.24,0.650022,0.0,0.0,0,4,0.0,0.0,0,0,0,0,0,0,0,0.247,0,0,0,0,0
103,6,0,1,0,0,0,0,0,0,0.057692307692307696,0.019230769230769232,1,1,0,0,0.04807692307692308,1,0,3.980769230769231,5.33,0.980886,0.0,0.057692307692307696,1,13,0.0,0.0,0,1,0,1,0,0,2,0.5176,0,0,0,0,1
249,4,0,11,1,11,0,0,0,0,0.028,0.012,1,1,0,0,0.06,2,0,4.1,16.59,0.944608,0.0,0.016,11,22,3.0,0.0,1,1,0,0,1,0,1,0.597,2,0,0,0,1
22,2,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,1,0,-2.0,1.22,0.865857,0.0,0.08695652173913043,0,4,0.0,0.0,0,0,0,0,0,1,1,0.5671,1,0,0,0,0
67,3,0,0,0,0,0,0,0,0,0.029411764705882353,0.0,0,0,1,0,0.0,2,0,-2.0,1.67,0.455417,0.0,0.04411764705882353,0,5,0.0,0.0,1,0,1,0,1,0,0,0.4865,2,1,1,1,1
17,1,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,0,0,0.0,1,0,0.0,0.67,0.640206,0.0,0.05555555555555555,0,2,0.0,0.0,0,1,0,0,0,0,0,0.6489,1,0,0,1,1
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0,0,1,0,0.0,0,1,1.0,1.18,0.503258,0.0,0.0,0,2,0.0,0.0,0,0,0,0,1,0,0,0.4261,2,0,0,0,0
47,1,0,0,0,0,0,0,0,0,0.0625,0.10416666666666667,0,0,1,0,0.10416666666666667,0,0,-0.9583333333333333,3.4699999999999998,0.963402,0.0,0.020833333333333332,0,4,0.0,0.0,0,1,0,0,0,0,0,0.663,2,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,1,0,0.0,0,0,-2.0,0.6,0.468996,0.0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,1,0.0917,1,0,1,0,0
79,6,0,0,0,0,0,0,0,0,0.025,0.0,1,0,0,0,0.0,0,0,2.0,1.79,0.55515,0.0,0.075,0,8,0.0,0.0,1,0,0,1,1,0,1,0.6295,2,1,1,1,1
94,2,0,1,0,0,0,0,0,0,0.031578947368421054,0.010526315789473684,1,0,0,0,0.021052631578947368,1,0,2.2105263157894735,3.4399999999999995,0.519579,0.0,0.021052631578947368,1,6,0.0,0.0,1,1,0,1,0,0,0,0.3161,0,0,0,1,1
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0,0,1,1,0.0,1,0,-4.0,1.18,0.503258,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,1,0,0.1973,0,0,0,0,0
201,1,0,6,0,5,0,0,0,0,0.0049504950495049506,0.024752475247524754,1,0,0,0,0.06435643564356436,2,0,2.6435643564356437,8.209999999999999,0.694827,0.0,0.0049504950495049506,6,8,0.0,0.0,0,1,0,0,1,0,1,0.9223,0,0,0,1,1
16,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.0,0,0,1,0,0.0,0,1,1.0,1.16,0.543564,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.1915,1,0,0,1,0
19,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,1,0,0.0,0,0,-2.0,1.19,0.485461,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,1,0,0.429,2,0,0,0,0
304,3,0,8,1,14,0,0,0,0,0.04590163934426229,0.006557377049180328,1,1,1,0,0.036065573770491806,1,0,1.860655737704918,18.24,0.872541,0.0,0.009836065573770493,8,25,3.0,0.0,0,1,1,1,0,1,1,0.9371,1,0,0,1,1
21,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.0,0,0,1,1,0.0,0,0,-4.0,2.21,0.702467,0.0,0.0,0,4,0.0,0.0,0,0,0,0,0,0,0,0.3003,2,0,0,0,0
41,4,0,0,0,0,0,0,0,0,0.023809523809523808,0.0,0,0,1,0,0.0,0,0,-2.0,0.91,0.622984,0.0,0.09523809523809523,0,5,0.0,0.0,0,1,0,1,0,0,2,0.4991,0,0,0,1,1
19,0,0,0,0,0,0,0,0,0,0.15,0.0,0,0,1,1,0.0,0,0,-4.0,1.69,0.629249,0.0,0.0,0,3,0.0,0.0,0,0,1,0,0,0,0,0.2033,1,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.0,0,0,1,0,0.0,0,0,-2.0,1.16,0.543564,0.0,0.0,0,2,0.0,0.0,1,0,0,1,0,0,0,0.2191,0,0,0,0,0
36,3,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,1,1,0.0,1,0,-4.0,1.3599999999999999,0.716176,0.0,0.08108108108108109,0,5,0.0,0.0,0,1,1,0,0,1,0,0.4027,2,0,0,1,0
24,1,0,0,0,0,0,0,0,0,0.08,0.0,0,0,1,0,0.0,0,0,-2.0,1.24,0.658351,0.0,0.04,0,3,0.0,0.0,1,0,0,0,1,0,0,0.5441,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0.058823529411764705,0.029411764705882353,0,0,0,0,0.029411764705882353,1,1,3.2941176470588234,1.6300000000000001,0.844214,0.0,0.058823529411764705,0,4,0.0,0.0,1,1,1,0,0,0,0,0.7117,3,1,0,0,1
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,2,1,1.0,1.22,0.439497,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,1,0.4443,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0,0,1,1,0.0,0,0,-4.0,1.23,0.426229,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.3188,2,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0,0,1,1,0.0,0,0,-4.0,1.17,0.522559,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2438,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,1,0.0,0,0,-4.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,1,0,0,1,0,0,2,0.165,1,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,1,0,0.058823529411764705,1,0,-1.4117647058823528,0.96,0.993393,0.0,0.058823529411764705,0,2,0.0,0.0,0,0,0,0,0,1,0,0.1968,0,0,0,0,0
49,5,0,1,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0.04,2,0,0.4,2.99,1.073991,0.0,0.1,1,9,0.0,0.0,1,1,0,0,0,0,0,0.467,1,0,0,0,1
63,2,0,0,0,0,0,0,0,0,0.03125,0.015625,0,0,0,0,0.015625,1,1,3.15625,1.93,0.520726,0.0,0.03125,0,4,0.0,0.0,1,1,0,0,0,0,2,0.3087,0,1,0,0,1
19,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,1,0.0,0,0,-4.0,0.69,0.297472,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.2762,0,0,0,0,0
130,5,0,1,0,0,0,0,0,0,0.015267175572519083,0.007633587786259542,1,0,0,0,0.03816793893129771,0,1,5.381679389312977,3.3,0.63378,0.0,0.03816793893129771,1,8,0.0,0.0,0,1,1,1,0,1,2,0.3246,1,0,0,0,1
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.0,0,0,0,0,0.0,1,0,0.0,1.45,0.262311,0.0,0.0,0,2,0.0,0.0,1,0,0,0,0,0,1,0.5997,3,1,0,0,1
88,1,0,5,0,4,0,0,0,0,0.011235955056179775,0.0,1,0,0,0,0.056179775280898875,2,0,2.561797752808989,4.88,0.753157,0.0,0.011235955056179775,5,7,0.0,0.0,1,1,0,1,0,0,2,0.5641,3,0,0,0,1
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,0,0.0,0,0,-2.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.4913,2,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,1,0,0.0,0,0,-2.0,0.6,0.468996,0.0,0.0,0,1,0.0,0.0,0,0,1,0,0,0,1,0.2064,1,0,0,0,0
52,3,0,1,0,0,0,0,0,0,0.07547169811320754,0.0,0,0,0,0,0.018867924528301886,1,0,0.18867924528301885,3.2199999999999998,0.835634,0.0,0.05660377358490566,1,8,0.0,0.0,0,1,0,0,0,0,1,0.6995,3,0,1,0,1
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.05263157894736842,0,0,1,1,0.05263157894736842,0,0,-3.473684210526316,1.48,0.803072,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,1,0.4412,1,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,1,1,0.0,0,0,-4.0,1.13,0.619382,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.4607,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,0,0.0,2,0,-2.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,1,0,0,0,0,1,0,0.183,1,1,0,0,0
40,2,0,0,0,0,0,0,0,0,0.07317073170731707,0.024390243902439025,0,0,1,0,0.024390243902439025,2,0,-1.7560975609756098,2.1999999999999997,0.828712,0.0,0.04878048780487805,0,5,0.0,0.0,1,0,1,0,1,0,1,0.3276,0,1,0,0,1
21,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,1,0,0.0,0,0,-2.0,1.21,0.722858,0.0,0.045454545454545456,0,3,0.0,0.0,0,0,0,0,0,1,0,0.2303,1,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0.125,0.0,0,0,1,0,0.0,0,0,-2.0,0.5700000000000001,0.591673,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.2921,1,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.08695652173913043,0,0,1,1,0.08695652173913043,0,0,-3.130434782608696,1.8199999999999998,0.865857,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,1,1,0.2172,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0.1,0.0,0,0,1,1,0.0,2,1,-1.0,1.79,0.690695,0.0,0.03333333333333333,0,4,0.0,0.0,0,0,0,0,0,0,0,0.3968,1,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,1,0.0,0,0,-4.0,1.22,0.439497,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,2,0.5983,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,1,0.0,1,0,-4.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2867,1,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0.08,0.0,0,0,1,0,0.0,1,0,-2.0,1.24,0.816689,0.0,0.08,0,4,0.0,0.0,0,0,0,1,0,0,0,0.5064,1,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0,0,1,0,0.0,0,0,-2.0,1.18,0.503258,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.3094,0,0,0,0,0
51,4,0,0,0,0,0,0,0,0,0.019230769230769232,0.0,0,0,0,0,0.038461538461538464,0,0,0.38461538461538464,1.01,0.766249,0.0,0.07692307692307693,0,5,0.0,0.0,0,0,0,1,1,0,0,0.923,3,0,0,0,1
48,3,0,1,0,0,0,0,0,0,0.04081632653061224,0.0,0,0,0,0,0.02040816326530612,2,0,0.2040816326530612,2.1799999999999997,0.725958,0.0,0.061224489795918366,1,6,0.0,0.0,0,0,1,0,0,1,1,0.4529,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0,0,1,0,0.0,0,0,-2.0,1.17,0.522559,0.0,0.0,0,2,0.0,0.0,0,1,0,0,0,0,0,0.3653,1,0,0,0,0
44,2,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,0,0,-2.0,1.94,0.621123,0.0,0.044444444444444446,0,5,0.0,0.0,1,0,1,0,1,0,1,0.7967,1,0,0,0,1
73,4,0,1,0,0,0,0,0,0,0.02702702702702703,0.0,0,0,0,0,0.02702702702702703,0,0,0.2702702702702703,2.4299999999999997,0.690456,0.0,0.05405405405405406,1,7,0.0,0.0,0,1,0,1,0,0,0,0.6674,3,1,0,0,1
20,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,1,1,0.0,0,1,-1.0,1.7,0.60984,0.0,0.0,0,3,0.0,0.0,0,0,0,1,0,0,0,0.5219,2,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0.03571428571428571,0.0,0,0,0,1,0.0,2,0,-2.0,0.77,0.605291,0.0,0.07142857142857142,0,3,0.0,0.0,1,0,0,0,0,1,0,0.7694,2,0,0,0,1
21,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,1,0,0.0,0,0,-2.0,1.21,0.453716,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,1,0.5269,2,0,0,0,0
60,1,0,0,0,0,0,0,0,0,0.01639344262295082,0.0,0,0,0,0,0.0,1,1,3.0,1.1,0.244176,0.0,0.01639344262295082,0,2,0.0,0.0,1,1,0,1,1,0,0,0.5062,1,1,0,0,1
60,6,0,0,0,0,0,0,0,0,0.01639344262295082,0.0,0,0,0,0,0.01639344262295082,0,1,3.1639344262295084,1.1,0.708013,0.0,0.09836065573770492,0,7,0.0,0.0,0,0,1,0,1,0,1,0.4494,3,1,1,0,1
12,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,0,1,0,0.0,0,0,-2.0,1.12,0.650022,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.207,1,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0.06896551724137931,0.0,0,0,0,0,0.0,2,0,0.0,1.28,0.589626,0.0,0.034482758620689655,0,3,0.0,0.0,0,1,0,1,0,0,0,0.5386,1,0,1,0,1
26,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.0,0,0,1,1,0.0,0,0,-4.0,1.26,0.391244,0.0,0.0,0,2,0.0,0.0,1,0,1,0,0,0,0,0.1674,2,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,0,0.0,0,1,1.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.5051,1,0,0,0,0
159,4,0,2,0,1,0,0,0,0,0.0375,0.0125,1,1,0,0,0.025,2,0,3.75,6.59,0.646349,0.0,0.025,2,12,0.0,0.0,1,0,0,1,0,0,0,0.79,2,0,0,0,1
30,0,0,0,0,0,0,0,0,0,0.06451612903225806,0.0,0,0,1,0,0.0,0,0,-2.0,1.3,0.353359,0.0,0.0,0,2,0.0,0.0,1,0,1,0,0,0,0,0.5282,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,1,0.0,0,1,-1.0,0.69,0.297472,0.0,0.0,0,1,0.0,0.0,1,0,0,0,0,0,2,0.5238,1,0,0,0,0
63,4,0,1,0,0,0,0,0,1,0.046875,0.0,0,0,0,0,0.03125,2,0,0.3125,2.83,0.842061,0.015625,0.0625,1,8,0.5,0.0,0,1,1,0,1,1,0,0.5813,1,0,0,0,1
29,1,0,0,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.06666666666666667,1,0,0.6666666666666666,1.8900000000000001,0.925598,0.0,0.03333333333333333,0,3,0.0,0.0,1,0,0,0,1,1,1,0.3571,3,0,0,0,1
16,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,1,1,0.0,0,0,-4.0,0.66,0.33729,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,1,0.4466,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,1,0.0,1,0,-4.0,1.22,0.439497,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.0333,1,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0.0,0,1,1.0,1.22,0.699858,0.0,0.043478260869565216,0,3,0.0,0.0,0,0,0,0,0,0,1,0.2394,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,1,1,0.0,0,0,-4.0,1.13,0.619382,0.0,0.0,0,2,0.0,0.0,0,1,0,1,0,0,0,0.4103,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.041666666666666664,0,0,1,0,0.041666666666666664,0,0,-1.5833333333333335,1.53,0.678407,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,0,0.5636,2,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,0,1,1.0,1.37,0.303375,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.1233,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,1,0,0.0,0,1,1.0,1.19,0.485461,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,1,0,0.4075,1,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0,0,1,0,0.0,0,1,1.0,1.17,0.522559,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.4838,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.0,0,0,1,0,0.0,0,0,-2.0,1.2,0.468996,0.0,0.0,0,2,0.0,0.0,0,0,1,0,1,1,0,0.0707,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0.10344827586206896,0.0,0,0,1,0,0.0,0,0,-2.0,1.78,0.491237,0.0,0.0,0,3,0.0,0.0,0,0,1,0,1,0,0,0.4362,0,0,1,0,0
34,0,0,0,0,0,0,0,0,0,0.05714285714285714,0.0,0,0,1,0,0.0,0,0,-2.0,1.34,0.322757,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.5797,2,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.0,0,0,1,1,0.0,0,1,-1.0,1.22,0.439497,0.0,0.0,0,2,0.0,0.0,1,0,1,1,0,0,0,0.2314,2,0,0,0,0
38,2,0,0,0,0,0,0,0,0,0.07692307692307693,0.02564102564102564,0,0,0,0,0.02564102564102564,2,1,3.2564102564102564,2.1799999999999997,0.859641,0.0,0.05128205128205128,0,5,0.0,0.0,0,0,1,0,1,1,0,0.3474,1,0,0,0,1
